User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Hobbies,Favorite_Music,Ideal_First_Date,Relationship_Type
367,18,Female,Mumbai,Undergraduate,Intern,Bumble,Tinder,Daily,1.5 hours,Casual Dating,4,,Video Calls,Video Calls,Personality > Interests > Values,"Cooking, Movies",Jazz,Film Night,Casual
368,23,Non-binary,Delhi,Postgraduate,Freelancer,Hinge,,Monthly,1.5 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,"Traveling, Fitness",Hip-Hop,Fitness Challenge,Long-term
369,19,Male,Bangalore,Graduate,Student,,,Daily,1 hour,Casual Fun,2,,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Gaming, Sports",Classical,Sports Event,Casual
370,24,Female,Bangalore,Graduate,Freelancer,,Bumble,Daily,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Dancing, Photography",EDM,Dance Showcase,Long-term
371,23,Female,Chennai,Undergraduate,Student,,Hinge,Daily,1 hour,Social Interaction,5,,Video Calls,Text,Appearance > Interests > Personality,"Cooking, Traveling",Indie,Culinary Tour,Casual
372,20,Female,Kolkata,Undergraduate,Full-time Job,Bumble,OkCupid,Weekly,1 hour,Casual Fun,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,"Reading, Fitness",Rock,Outdoor Yoga,Long-term
373,21,Male,Hyderabad,Postgraduate,Full-time Job,Bumble,,Monthly,1 hour,Casual Dating,2,Time-Wasting,AI Recommendations,Voice Notes,Appearance > Interests > Personality,"Traveling, Music",R&B,Live Band,Casual
374,20,Female,Chennai,Undergraduate,Student,,,Monthly,2 hours,Social Interaction,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,"Photography, Hiking",Pop,Nature Walk,Long-term
375,22,Non-binary,Mumbai,Postgraduate,Student,Hinge,,Weekly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,"Cooking, Crafting",Alternative,DIY Workshop,Casual
376,23,Non-binary,Delhi,Undergraduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,"Dancing, Movies",Country,Musical Theater,Long-term
377,21,Male,Bangalore,Graduate,Full-time Job,,,Daily,3 hours,Casual Dating,2,,Audio Calls,Video Calls,Appearance > Interests > Personality,"Fitness, Gaming",Indie,Game Night,Casual
378,21,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,,Weekly,30 minutes,Social Interaction,5,,Location-Based Matching,Video Calls,Values > Personality > Appearance,"Traveling, Arts",Jazz,Art Fair,Long-term
379,24,Non-binary,Kolkata,Graduate,Part-time Job,Bumble,Tinder,Daily,1.5 hours,Social Interaction,2,Time-Wasting,Video Calls,Text,Personality > Interests > Values,"Cooking, Sports",EDM,Picnic Sports Day,Casual
380,24,Non-binary,Pune,Postgraduate,Intern,,Bumble,Daily,1 hour,Finding a Partner,3,Safety Concerns,Video Calls,Voice Notes,Values > Personality > Appearance,"Reading, Traveling",Pop,Travel Movie Night,Long-term
381,18,Female,Kolkata,Graduate,Full-time Job,Tinder,OkCupid,Daily,2 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,"Dancing, Crafting",Rock,Craft Night,Casual
382,20,Non-binary,Mumbai,Postgraduate,Student,Hinge,Tinder,Monthly,1 hour,Casual Fun,3,,Audio Calls,Video Calls,Personality > Interests > Values,"Photography, Fitness",Hip-Hop,Outdoor Concert,Long-term
383,23,Non-binary,Bangalore,Postgraduate,Intern,OkCupid,,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,"Cooking, Hiking",Jazz,Picnic in the Park,Casual
384,22,Male,Kolkata,Undergraduate,Student,OkCupid,Hinge,Monthly,1.5 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Voice Notes,Personality > Interests > Values,"Traveling, Movies",Indie,Film Festival,Long-term
385,19,Female,Chennai,Postgraduate,Intern,Tinder,Hinge,Daily,30 minutes,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,"Gaming, Music",R&B,Karaoke Night,Casual
386,18,Male,Hyderabad,Postgraduate,Student,,,Monthly,2 hours,Casual Fun,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,"Dancing, Cooking",Classical,Cooking Class,Long-term
387,25,Non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1 hour,Casual Dating,5,Safety Concerns,Audio Calls,Voice Notes,Values > Personality > Appearance,"Photography, Traveling",EDM,Photo Exhibition,Casual
388,18,Female,Pune,Postgraduate,Intern,,OkCupid,Monthly,3 hours,Social Interaction,5,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,"Cooking, Fitness",Pop,Healthy Cooking Class,Long-term
389,23,Non-binary,Mumbai,Postgraduate,Student,Tinder,OkCupid,Weekly,3 hours,Social Interaction,1,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,"Traveling, Sports",Country,Adventure Sports,Casual
390,22,Male,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Weekly,1.5 hours,Finding a Partner,1,,AI Recommendations,Video Calls,Personality > Interests > Values,"Gaming, Photography",Rock,Gaming Event,Long-term
391,24,Female,Kolkata,Undergraduate,Student,OkCupid,,Daily,1.5 hours,Casual Fun,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,"Dancing, Reading",Jazz,Book Club,Casual
392,21,Female,Bangalore,Postgraduate,Full-time Job,,,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,"Cooking, Hiking",Indie,Nature Cookout,Long-term
393,24,Male,Delhi,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,"Traveling, Fitness",R&B,Outdoor Adventure,Casual
394,24,Male,Kolkata,Postgraduate,Student,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,"Photography, Movies",Pop,Film Night,Long-term
395,20,Non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Bumble,Monthly,3 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,"Dancing, Crafting",EDM,Craft Party,Casual
396,23,Female,Delhi,Undergraduate,Intern,Hinge,,Daily,2 hours,Casual Fun,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,"Cooking, Sports",Alternative,Cooking Competition,Long-term
397,24,Male,Mumbai,Graduate,Student,,OkCupid,Daily,2 hours,Finding a Partner,3,,AI Recommendations,Text,Appearance > Interests > Personality,"Traveling, Reading",Hip-Hop,Bookstore Visit,Casual
398,25,Female,Delhi,Graduate,Intern,Bumble,,Daily,1.5 hours,Casual Dating,4,,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Gaming, Movies",Classical,Movie Date,Long-term
399,21,Non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,OkCupid,Weekly,2 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,"Dancing, Fitness",Jazz,Dance Class,Casual
400,24,Non-binary,Chennai,Graduate,Student,Hinge,OkCupid,Monthly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,"Photography, Cooking",Indie,Culinary Class,Long-term
401,25,Female,Delhi,Undergraduate,Full-time Job,Hinge,,Daily,1 hour,Casual Dating,2,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,"Traveling, Hiking",R&B,Nature Hike,Casual
402,20,Female,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,3 hours,Casual Dating,3,Time-Wasting,Audio Calls,Text,Personality > Interests > Values,"Cooking, Sports",Pop,Cooking Class,Long-term
403,21,Non-binary,Pune,Graduate,Intern,OkCupid,OkCupid,Weekly,2 hours,Casual Fun,2,,Audio Calls,Video Calls,Appearance > Interests > Personality,"Gaming, Fitness",Rock,Outdoor Workout,Casual
404,20,Male,Mumbai,Graduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,"Dancing, Art",Indie,Art Gallery,Long-term
405,22,Non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Tinder,Monthly,3 hours,Casual Dating,1,,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Traveling, Crafting",Classical,Craft Fair,Casual
406,25,Female,Mumbai,Graduate,Intern,OkCupid,,Weekly,1.5 hours,Social Interaction,2,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,"Photography, Movies",EDM,Film Festival,Long-term
407,24,Male,Bangalore,Postgraduate,Student,Hinge,OkCupid,Daily,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,"Cooking, Reading",Pop,Literary Night,Casual
408,19,Non-binary,Kolkata,Graduate,Freelancer,Hinge,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Fitness, Traveling",Hip-Hop,Adventure Trip,Long-term
409,20,Female,Pune,Undergraduate,Student,,Bumble,Monthly,1 hour,Finding a Partner,3,,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Gaming, Sports",R&B,Game Night,Casual
410,19,Female,Bangalore,Undergraduate,Freelancer,,Hinge,Monthly,1.5 hours,Casual Dating,2,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,"Dancing, Crafting",Rock,Craft Night,Long-term
411,24,Non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,30 minutes,Casual Dating,1,,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Cooking, Hiking",Indie,Scenic Picnic,Casual
412,18,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Social Interaction,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Traveling, Arts",Alternative,Art Exhibit,Long-term
413,21,Non-binary,Kolkata,Undergraduate,Full-time Job,,OkCupid,Monthly,1 hour,Casual Fun,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,"Photography, Fitness",Jazz,Outdoor Yoga,Casual
414,21,Male,Chennai,Undergraduate,Freelancer,,Hinge,Daily,3 hours,Finding a Partner,2,,Audio Calls,Text,Values > Personality > Appearance,"Cooking, Movies",EDM,Dinner and a Movie,Long-term
415,23,Male,Chennai,Postgraduate,Student,,Tinder,Daily,2 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Text,Personality > Interests > Values,"Dancing, Reading",Pop,Bookstore Date,Casual
416,25,Female,Pune,Graduate,Part-time Job,,Tinder,Monthly,30 minutes,Casual Dating,2,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,"Traveling, Sports",Country,Sports Day,Long-term
417,21,Non-binary,Bangalore,Postgraduate,Intern,Hinge,OkCupid,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Text,Appearance > Interests > Personality,"Gaming, Crafting",R&B,Craft Workshop,Casual
418,24,Male,Hyderabad,Undergraduate,Part-time Job,Tinder,,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,"Fitness, Traveling",Indie,Outdoor Concert,Long-term
419,19,Female,Chennai,Graduate,Student,Bumble,Hinge,Monthly,30 minutes,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Text,Appearance > Interests > Personality,"Cooking, Dancing",Hip-Hop,Dance Class,Casual
420,21,Non-binary,Mumbai,Graduate,Student,Hinge,Tinder,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,"Photography, Hiking",Rock,Nature Photography,Long-term
421,21,Male,Kolkata,Undergraduate,Freelancer,,Bumble,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,"Cooking, Sports",Jazz,Picnic Sports Day,Casual
422,24,Male,Kolkata,Undergraduate,Full-time Job,Tinder,,Daily,30 minutes,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Traveling, Movies",EDM,Outdoor Movie Night,Long-term
423,22,Male,Bangalore,Graduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,"Gaming, Crafting",Pop,Craft Night,Casual
424,21,Non-binary,Mumbai,Postgraduate,Student,,,Weekly,30 minutes,Casual Fun,4,,Audio Calls,Video Calls,Values > Personality > Appearance,"Dancing, Photography",Alternative,Photo Walk,Long-term
425,23,Male,Mumbai,Undergraduate,Freelancer,,,Daily,1 hour,Casual Fun,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Cooking, Fitness",Indie,Healthy Cooking Class,Casual
426,25,Male,Bangalore,Undergraduate,Student,Tinder,OkCupid,Daily,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance,"Traveling, Arts",R&B,Art Fair,Long-term
427,22,Non-binary,Hyderabad,Undergraduate,Part-time Job,,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Personality > Interests > Values,"Gaming, Hiking",Classical,Adventure Hike,Casual
428,25,Female,Delhi,Postgraduate,Freelancer,,Hinge,Monthly,1 hour,Social Interaction,3,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,"Cooking, Sports",Country,Cooking Competition,Long-term
429,19,Male,Bangalore,Postgraduate,Freelancer,,Bumble,Weekly,3 hours,Casual Fun,5,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,"Reading, Traveling",Rock,Travel Vlog Night,Casual
430,24,Male,Chennai,Postgraduate,Student,Bumble,Tinder,Daily,1.5 hours,Casual Fun,4,,Video Calls,Text,Personality > Interests > Values,"Dancing, Movies",Indie,Musical Theater,Long-term
431,24,Non-binary,Hyderabad,Graduate,Student,Tinder,Tinder,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,"Photography, Cooking",Pop,Food Photography,Casual
432,21,Male,Delhi,Postgraduate,Freelancer,,,Weekly,3 hours,Finding a Partner,1,,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Traveling, Fitness",Hip-Hop,Fitness Challenge,Long-term
433,22,Non-binary,Chennai,Undergraduate,Part-time Job,Hinge,OkCupid,Monthly,2 hours,Casual Fun,1,,Location-Based Matching,Text,Personality > Interests > Values,"Cooking, Hiking",Jazz,Scenic Picnic,Casual
434,24,Female,Delhi,Graduate,Full-time Job,,Hinge,Weekly,1.5 hours,Casual Dating,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Gaming, Sports",EDM,Game Day,Long-term
435,20,Male,Bangalore,Postgraduate,Student,,Hinge,Daily,2 hours,Casual Fun,5,,AI Recommendations,Video Calls,Personality > Interests > Values,"Dancing, Arts",Alternative,Art Workshop,Casual
436,19,Non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Casual Dating,4,,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Photography, Traveling",Indie,Photo Exhibition,Long-term
437,18,Non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Tinder,Daily,3 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,"Cooking, Movies",R&B,Dinner and a Movie,Casual
438,22,Female,Pune,Postgraduate,Student,Bumble,OkCupid,Daily,1 hour,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,"Traveling, Fitness",Classical,Yoga Retreat,Long-term
439,23,Non-binary,Kolkata,Graduate,Student,OkCupid,Bumble,Weekly,30 minutes,Finding a Partner,4,,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Gaming, Crafting",Pop,Craft Workshop,Casual
440,19,Female,Hyderabad,Graduate,Freelancer,,Tinder,Monthly,1.5 hours,Casual Dating,4,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,"Dancing, Hiking",Jazz,Nature Hike,Long-term
441,22,Male,Bangalore,Postgraduate,Intern,OkCupid,OkCupid,Daily,2 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,"Cooking, Sports",Rock,Picnic Sports Day,Casual
442,22,Male,Delhi,Graduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Casual Dating,1,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,"Traveling, Arts",EDM,Art Fair,Long-term
443,23,Female,Chennai,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Finding a Partner,3,,Video Calls,Video Calls,Appearance > Interests > Personality,"Photography, Movies",Hip-Hop,Film Night,Casual
444,19,Non-binary,Kolkata,Postgraduate,Freelancer,Bumble,,Daily,1 hour,Casual Fun,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,"Cooking, Fitness",Indie,Healthy Cooking Class,Long-term
445,24,Non-binary,Bangalore,Postgraduate,Intern,Tinder,Bumble,Weekly,1.5 hours,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,"Gaming, Sports",Pop,Sports Event,Casual
446,21,Non-binary,Kolkata,Postgraduate,Full-time Job,,Tinder,Weekly,3 hours,Casual Dating,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,"Reading, Traveling",R&B,Bookstore Visit,Long-term
447,18,Female,Chennai,Undergraduate,Full-time Job,Bumble,Tinder,Weekly,3 hours,Social Interaction,2,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,"Dancing, Crafting",Classical,Craft Night,Casual
448,22,Male,Delhi,Undergraduate,Full-time Job,OkCupid,,Monthly,30 minutes,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Photography, Hiking",Jazz,Nature Photography,Long-term
449,22,Male,Hyderabad,Undergraduate,Intern,Bumble,Hinge,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,"Cooking, Movies",Rock,Dinner Date,Casual
450,19,Non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,2 hours,Casual Fun,5,,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Traveling, Sports",EDM,Adventure Sports,Long-term
451,25,Female,Mumbai,Undergraduate,Student,OkCupid,Bumble,Weekly,1 hour,Finding a Partner,2,,Audio Calls,Text,Values > Personality > Appearance,"Gaming, Crafting",Alternative,DIY Night,Casual
452,24,Male,Hyderabad,Postgraduate,Intern,Tinder,,Monthly,1.5 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Personality > Interests > Values,"Dancing, Photography",Pop,Dance Showcase,Long-term
453,21,Female,Hyderabad,Graduate,Freelancer,,Tinder,Weekly,30 minutes,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Cooking, Fitness",Indie,Outdoor Workout,Casual
454,24,Non-binary,Chennai,Graduate,Part-time Job,OkCupid,Tinder,Weekly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,"Traveling, Arts",Hip-Hop,Art Class,Long-term
455,18,Male,Kolkata,Postgraduate,Part-time Job,Hinge,OkCupid,Weekly,3 hours,Casual Dating,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,"Photography, Cooking",R&B,Culinary Class,Casual
456,19,Non-binary,Chennai,Graduate,Student,Bumble,,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,"Dancing, Hiking",Rock,Nature Walk,Long-term
457,25,Non-binary,Chennai,Graduate,Full-time Job,Hinge,OkCupid,Monthly,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Detailed Profiles,Text,Values > Personality > Appearance,"Cooking, Movies",Jazz,Film Festival,Casual
458,24,Female,Pune,Graduate,Part-time Job,Hinge,OkCupid,Weekly,3 hours,Casual Dating,2,,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Traveling, Fitness",EDM,Adventure Trip,Long-term
459,23,Female,Kolkata,Postgraduate,Student,,Bumble,Weekly,3 hours,Casual Dating,2,,Audio Calls,Video Calls,Personality > Interests > Values,"Gaming, Sports",Country,Sports Day,Casual
460,21,Female,Chennai,Postgraduate,Part-time Job,Bumble,Tinder,Daily,2 hours,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,"Dancing, Crafting",Pop,Craft Workshop,Long-term
461,21,Male,Chennai,Postgraduate,Intern,Hinge,OkCupid,Weekly,30 minutes,Finding a Partner,1,Safety Concerns,AI Recommendations,Text,Appearance > Interests > Personality,"Photography, Traveling",Indie,Photo Exhibition,Casual
462,21,Female,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,1.5 hours,Social Interaction,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,"Cooking, Fitness",R&B,Healthy Cooking Class,Long-term
463,25,Male,Hyderabad,Postgraduate,Intern,Bumble,Tinder,Monthly,3 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Traveling, Movies",Hip-Hop,Outdoor Movie Night,Casual
464,21,Female,Kolkata,Postgraduate,Intern,Bumble,Bumble,Weekly,1 hour,Social Interaction,3,,Video Calls,Voice Notes,Appearance > Interests > Personality,"Gaming, Crafting",Rock,Game Night,Long-term
465,23,Male,Delhi,Graduate,Intern,OkCupid,Hinge,Daily,1.5 hours,Social Interaction,3,,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Dancing, Arts",Jazz,Art Fair,Casual
466,25,Male,Delhi,Postgraduate,Intern,Hinge,,Daily,1 hour,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Cooking, Hiking",EDM,Picnic in the Park,Long-term
467,21,Non-binary,Kolkata,Graduate,Freelancer,Hinge,,Monthly,1 hour,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,"Traveling, Photography",Pop,Photography Walk,Casual
468,24,Non-binary,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Gaming, Fitness",Alternative,Fitness Challenge,Long-term
469,23,Male,Hyderabad,Graduate,Full-time Job,Tinder,Bumble,Weekly,3 hours,Casual Dating,3,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Cooking, Dancing",R&B,Cooking Class,Casual
470,19,Female,Chennai,Postgraduate,Full-time Job,Bumble,OkCupid,Monthly,30 minutes,Casual Dating,5,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,"Traveling, Movies",Indie,Film Night,Long-term
471,21,Female,Mumbai,Postgraduate,Student,,OkCupid,Weekly,1 hour,Social Interaction,2,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,"Photography, Hiking",Rock,Nature Hike,Casual
472,19,Male,Delhi,Postgraduate,Student,OkCupid,,Daily,30 minutes,Social Interaction,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,"Cooking, Sports",Country,Cooking Competition,Long-term
473,19,Non-binary,Chennai,Graduate,Student,OkCupid,Bumble,Weekly,3 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Text,Appearance > Interests > Personality,"Dancing, Arts",Pop,Art Walk,Casual
474,25,Non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Weekly,3 hours,Finding a Partner,2,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Traveling, Crafting",Classical,Craft Fair,Long-term
475,23,Male,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1.5 hours,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Photography, Movies",EDM,Film Festival,Casual
476,18,Female,Pune,Postgraduate,Intern,Hinge,Hinge,Daily,30 minutes,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Cooking, Reading",Indie,Book Club,Long-term
477,21,Male,Mumbai,Graduate,Part-time Job,Tinder,Tinder,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Personality > Interests > Values,"Fitness, Traveling",R&B,Outdoor Adventure,Casual
478,25,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,Hinge,Daily,30 minutes,Finding a Partner,1,,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Gaming, Sports",Hip-Hop,Game Night,Long-term
479,20,Female,Delhi,Undergraduate,Full-time Job,OkCupid,,Weekly,1.5 hours,Casual Fun,5,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Dancing, Crafting",Alternative,Craft Workshop,Casual
480,19,Female,Delhi,Graduate,Intern,Tinder,Tinder,Monthly,3 hours,Casual Fun,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Cooking, Hiking",Indie,Nature Cookout,Long-term
481,24,Non-binary,Pune,Undergraduate,Student,OkCupid,Bumble,Weekly,1.5 hours,Finding a Partner,1,,Detailed Profiles,Voice Notes,Personality > Interests > Values,"Traveling, Arts",Pop,Art Gallery,Casual
482,18,Female,Hyderabad,Postgraduate,Part-time Job,,OkCupid,Monthly,3 hours,Casual Fun,1,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality,"Photography, Fitness",Jazz,Outdoor Yoga,Long-term
483,18,Non-binary,Chennai,Graduate,Freelancer,OkCupid,Tinder,Monthly,30 minutes,Finding a Partner,3,,Video Calls,Video Calls,Personality > Interests > Values,"Cooking, Movies",Rock,Dinner and a Movie,Casual
484,20,Female,Pune,Undergraduate,Intern,OkCupid,OkCupid,Daily,3 hours,Casual Dating,3,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,"Traveling, Reading",EDM,Literary Night,Long-term
485,24,Non-binary,Mumbai,Postgraduate,Student,OkCupid,,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,"Gaming, Crafting",Country,DIY Workshop,Casual
486,23,Male,Pune,Graduate,Student,Hinge,Tinder,Daily,30 minutes,Casual Dating,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Dancing, Sports",R&B,Sports Event,Long-term
487,21,Female,Mumbai,Graduate,Freelancer,Bumble,Tinder,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,"Photography, Traveling",Indie,Photo Exhibition,Casual
488,19,Female,Mumbai,Graduate,Student,Bumble,,Monthly,1.5 hours,Finding a Partner,3,Time-Wasting,Location-Based Matching,Text,Personality > Interests > Values,"Cooking, Fitness",Pop,Healthy Cooking Class,Long-term
489,25,Female,Delhi,Graduate,Full-time Job,Hinge,,Monthly,3 hours,Casual Fun,1,,Audio Calls,Text,Personality > Interests > Values,"Traveling, Movies",Classical,Film Night,Casual
